,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Ryki,20,PL,1553791091,66,51.63,21.94,50.0,5.82
376,Bijie,80,CN,1553791236,71,27.3,105.3,52.66,3.71
377,Dudinka,64,RU,1553791236,89,69.41,86.18,22.69,15.68
378,Chivacoa,0,VE,1553791236,42,10.16,-68.9,90.64,4.38
379,Matara,75,PE,1553788800,87,-13.74,-72.9,51.8,2.37
380,Hofn,75,IS,1553788800,59,64.25,-15.21,37.4,23.04
381,Sorong,0,ID,1553791237,100,-0.86,131.25,82.27,7.07
382,Remanso,0,BR,1553791237,76,-9.62,-42.08,87.22,14.12
383,Port Macquarie,40,AU,1553791204,93,-31.43,152.91,63.0,1.59
384,Hernani,0,ES,1553791202,62,43.27,-1.98,59.0,5.82
385,Birao,24,CF,1553791238,16,10.3,22.78,84.43,7.96
386,Yurimaguas,90,PE,1553788800,100,-5.9,-76.1,75.2,4.7
387,Walvis Bay,0,NA,1553788929,47,-22.95,14.51,75.2,10.29
388,Maragogi,92,BR,1553791128,86,-9.01,-35.22,82.09,9.75
389,Elliot Lake,75,CA,1553788800,89,46.37,-82.65,42.8,12.75
390,Guatire,0,VE,1553791240,38,10.47,-66.54,92.44,2.37
391,Saint-Georges,88,CA,1553790700,33,46.12,-70.67,45.0,7.0
392,Antsohihy,44,MG,1553791241,93,-14.88,47.99,76.51,3.38
393,Amahai,36,ID,1553791056,83,-3.31,129.0,84.0,1.01
394,Keflavik,75,IS,1553788800,100,64.0,-22.56,32.0,34.45
395,Bonfim,0,GY,1553791242,36,3.36,-59.84,98.29,15.46
396,Auki,0,NG,1553790943,17,12.18,6.51,91.27,7.85
397,Tuy Hoa,8,VN,1553791242,98,13.08,109.3,75.52,4.38
398,Hojai,20,IN,1553791243,87,26.0,92.85,64.36,2.15
399,Merke,20,KZ,1553791243,92,42.87,73.19,32.23,1.92
400,Bethlehem,1,US,1553791242,43,40.62,-75.38,54.0,10.29
401,Mukhen,32,RU,1553791244,79,48.19,136.14,3.61,1.7
402,East Saint Louis,90,US,1553791208,44,38.62,-90.15,66.99,4.7
403,Ciudad Bolivar,0,VE,1553791244,30,8.12,-63.55,100.18,11.54
404,Shumikha,92,RU,1553791245,97,55.23,63.28,33.58,13.44
405,Mongoumba,8,CD,1553791245,72,3.64,18.59,83.17,2.15
406,Vilhena,76,BR,1553791229,90,-12.74,-60.15,76.96,3.04
407,Biltine,0,TD,1553791246,22,14.53,20.93,82.36,7.29
408,Ambon,0,FR,1553791240,54,47.55,-2.56,59.0,12.75
409,Bandarbeyla,0,SO,1553791246,100,9.49,50.81,79.75,7.18
410,Waddan,32,LY,1553791246,65,29.16,16.14,62.47,5.61
411,Manokwari,12,ID,1553791247,95,-0.87,134.08,82.27,14.12
412,Beringovskiy,20,RU,1553791247,72,63.05,179.32,14.23,5.95
413,Venado Tuerto,76,AR,1553791050,70,-33.75,-61.97,73.54,8.19
414,Port Pirie,92,AU,1553788800,26,-33.18,138.01,69.8,8.05
415,East Wenatchee Bench,75,US,1553791217,52,47.43,-120.28,46.99,4.94
416,Santa Cruz,40,US,1553790984,87,36.97,-122.03,57.0,3.15
417,Jiayuguan,0,CN,1553791250,59,39.77,98.29,21.79,3.15
418,Dera Bugti,68,PK,1553791251,40,29.03,69.15,77.23,6.51
419,Les Escoumins,88,CA,1553791251,66,48.35,-69.4,42.76,11.43
420,Quang Ngai,48,VN,1553791195,96,15.12,108.8,71.2,2.26
421,Abu Samrah,48,SY,1553791252,69,35.3,37.18,53.56,9.53
422,Marawi,80,PH,1553790602,84,8.0,124.29,79.0,3.0
423,Chapais,90,CA,1553790360,86,49.78,-74.86,33.8,17.22
424,Kahului,1,US,1553790839,82,20.89,-156.47,68.0,4.7
425,Kazachinskoye,76,RU,1553791253,89,57.69,93.28,29.08,5.73
426,Ipixuna,75,BR,1553788800,78,-1.76,-48.8,82.4,11.41
427,Half Moon Bay,20,US,1553791147,87,37.46,-122.43,57.99,9.17
428,Anloga,0,GH,1553791254,56,5.79,0.9,88.12,6.85
429,Rio Grande,40,BR,1553788800,53,-32.03,-52.1,77.0,16.11
430,Zhigansk,0,RU,1553791254,63,66.77,123.37,-3.23,2.59
431,Shitanjing,0,CN,1553791133,19,39.23,106.34,39.99,3.0
432,Lukulu,36,ZM,1553791255,44,-14.38,23.24,80.56,8.63
433,Cooma,12,AU,1553788800,82,-36.24,149.13,55.4,9.17
434,Awjilah,92,LY,1553791255,98,29.14,21.3,64.09,10.2
435,El Alto,40,BO,1553788800,62,-16.5,-68.19,51.8,6.93
436,Kiruna,0,SE,1553788200,69,67.86,20.23,35.6,9.17
437,Limbe,0,MW,1553791256,76,-15.81,35.05,71.47,5.95
438,Bloemhof,92,ZA,1553791257,32,-27.65,25.61,84.07,11.21
439,Berwick,1,US,1553791247,39,41.06,-76.25,54.0,5.82
440,Impfondo,8,CD,1553791257,78,1.62,18.06,81.64,1.81
441,Longyan,88,CN,1553791258,92,25.1,117.03,66.34,2.04
442,Dongsheng,24,CN,1553791258,86,29.72,112.52,51.22,2.82
443,Quatre Cocos,40,MU,1553791144,78,-20.21,57.76,82.4,6.93
444,Isfana,75,KG,1553788800,82,39.84,69.53,60.8,17.9
445,Batagay-Alyta,0,RU,1553791259,44,67.8,130.41,-16.46,2.71
446,Richards Bay,0,ZA,1553791259,77,-28.77,32.06,77.59,2.37
447,Sandwick,0,GB,1553791248,76,54.57,-2.89,54.0,25.28
448,Flinders,20,AU,1553791206,100,-34.58,150.85,68.0,5.73
449,Tabou,24,CI,1553791260,96,4.42,-7.36,85.51,12.66
450,Dzilam Gonzalez,0,MX,1553791261,36,21.28,-88.93,85.6,6.17
451,Kudahuvadhoo,0,MV,1553791261,100,2.67,72.89,83.44,5.39
452,Kuala Terengganu,75,MY,1553788800,94,5.33,103.14,80.6,2.24
453,Dingle,20,PH,1553791262,94,11.0,122.67,72.19,6.73
454,Robertsport,0,LR,1553791262,99,6.75,-11.37,83.17,9.98
455,Irtyshskiy,76,RU,1553791262,89,58.33,68.13,32.23,9.08
456,Chabahar,76,IR,1553791263,85,25.29,60.65,76.33,7.96
457,Kupang,92,ID,1553791263,100,-10.16,123.6,79.39,6.29
458,Lingyuan,32,CN,1553791263,72,41.24,119.4,25.21,5.17
459,Mehamn,20,NO,1553788200,80,71.03,27.85,35.6,17.22
460,Petropavlovsk-Kamchatskiy,92,RU,1553788800,78,53.05,158.65,32.0,22.37
461,Husavik,8,CA,1553790930,53,50.56,-96.99,30.0,8.99
462,Darhan,64,MN,1553791264,73,49.49,105.92,14.95,3.27
463,Olga,75,US,1553791254,63,34.11,-118.17,64.4,2.93
464,Kieta,92,PG,1553791265,100,-6.22,155.63,75.61,3.94
465,Letlhakane,0,BW,1553791265,50,-21.42,25.59,76.78,5.5
466,Mastic Beach,1,US,1553791265,85,40.77,-72.85,50.0,13.87
467,Belyy Yar,0,RU,1553788800,79,53.6,91.39,28.4,2.71
468,Mareeba,90,AU,1553791220,94,-16.99,145.42,78.8,3.36
469,Gerash,0,IR,1553788800,63,27.67,54.14,64.4,4.05
470,Varkkallai,40,IN,1553788800,70,8.73,76.71,87.8,3.36
471,Havre,1,US,1553790634,64,48.55,-109.68,37.99,14.99
472,Cravo Norte,0,CO,1553790967,33,6.3,-70.2,100.0,5.61
473,Yanam,0,IN,1553788800,65,16.73,82.22,80.6,4.7
474,Bulgan,68,MN,1553791268,68,48.81,103.53,15.67,2.48
475,Fushun,0,CN,1553788800,50,41.89,123.95,30.2,4.47
476,Catuday,8,PH,1553791268,94,16.29,119.81,78.76,5.95
477,Bluefield,20,US,1553791095,43,37.27,-81.22,62.6,11.41
478,Avera,1,US,1553791250,45,33.19,-82.53,64.99,8.05
479,Telenesti,75,MD,1553791083,86,47.5,28.37,41.0,4.7
480,Sao Filipe,0,CV,1553791270,95,14.9,-24.5,71.47,13.67
481,Umm Lajj,0,SA,1553791270,78,25.02,37.27,70.39,13.44
482,Dese,0,IT,1553791204,38,45.53,12.3,60.01,9.17
483,Vetluzhskiy,12,RU,1553791270,88,58.39,45.47,25.75,4.83
484,Pasan,0,IN,1553791271,62,22.84,82.2,68.68,2.93
485,Mudgee,90,AU,1553790691,77,-32.6,149.59,62.6,6.93
486,Harper,90,US,1553791227,72,30.3,-99.24,68.0,16.11
487,Hami,0,CN,1553791272,51,42.84,93.51,43.21,9.64
488,Alta Floresta,75,BR,1553788800,70,-9.87,-56.08,89.6,6.93
489,Karratha,0,AU,1553791272,82,-20.74,116.85,75.52,9.42
490,Hondo,90,US,1553791065,73,29.35,-99.14,71.6,19.46
491,Mwene-Ditu,12,CD,1553791273,93,-7.01,23.45,73.54,2.26
492,Castanos,20,MX,1553791205,63,26.78,-101.42,75.99,1.99
493,Aktau,0,KZ,1553788800,93,43.65,51.16,44.6,13.42
494,Whitehorse,20,CA,1553790124,79,60.72,-135.06,24.8,4.7
495,Vao,32,EE,1553791274,84,59.1,26.19,37.72,11.1
496,Abalak,76,NE,1553791274,13,15.46,6.28,91.72,10.31
497,Portmore,40,JM,1553788800,58,17.97,-76.87,84.2,5.82
498,Nemuro,20,JP,1553791275,100,43.32,145.57,28.81,26.75
499,Ust-Nera,0,RU,1553791275,48,64.57,143.24,-19.07,1.92
500,Katangli,88,RU,1553791275,95,51.71,143.23,21.07,18.7
501,Taihe,100,CN,1553791276,99,26.8,114.92,63.73,3.94
502,Zhezkazgan,90,KZ,1553787000,87,47.8,67.71,48.2,17.9
503,Trincomalee,0,LK,1553791276,83,8.58,81.23,73.09,6.29
504,Izvoru Crisului,0,RO,1553790600,39,46.83,23.1,50.0,9.17
505,Puro,24,PH,1553791277,93,13.13,123.76,72.91,3.38
506,Karhal,0,IN,1553791277,50,27.0,78.94,73.9,2.71
507,Port Moresby,8,PG,1553791277,96,-9.47,147.16,82.54,5.61
508,Tromso,75,NO,1553788200,74,69.65,18.96,37.4,11.41
509,Sao Joao da Barra,40,BR,1553788800,51,-21.64,-41.05,84.2,9.17
510,Lamu,12,ID,1553791278,100,0.57,122.3,71.47,2.59
511,Ibipeba,0,BR,1553791278,51,-11.64,-42.01,84.7,11.21
512,Baykit,56,RU,1553791279,70,61.68,96.39,15.67,4.16
513,Mantua,0,IT,1553791134,31,45.16,10.79,60.8,3.36
514,Luena,24,AO,1553791279,53,-11.78,19.91,75.16,4.27
515,Murgab,90,TM,1553788800,77,37.5,61.97,60.8,11.41
516,Amapa,40,HN,1553791244,69,15.09,-87.97,78.8,4.7
517,Kant,75,KG,1553788800,87,42.89,74.85,51.8,11.18
518,Ostersund,0,SE,1553788200,62,63.18,14.64,48.2,14.99
519,Sassandra,12,CI,1553791281,93,4.95,-6.09,84.88,13.11
520,Cacule,36,BR,1553791173,81,-14.5,-42.22,80.83,10.31
521,Pasni,80,PK,1553791281,68,25.26,63.48,82.09,14.45
522,Ajdabiya,64,LY,1553791282,73,30.75,20.22,61.12,14.45
523,Eyl,48,SO,1553791224,100,7.98,49.82,78.13,8.75
524,Adre,0,TD,1553791282,19,13.47,22.2,80.47,8.63
525,Pangnirtung,75,CA,1553788800,55,66.15,-65.72,8.6,4.7
526,Bilma,88,NE,1553791283,16,18.69,12.92,82.54,5.39
527,Eureka,90,US,1553791037,93,40.8,-124.16,48.0,9.17
528,Ikom,48,NG,1553791283,67,5.96,8.72,84.79,1.59
529,Kununurra,0,AU,1553788800,83,-15.77,128.74,73.4,2.59
530,Estevan,1,CA,1553791035,59,49.14,-102.99,36.0,8.05
531,Vila Franca do Campo,20,PT,1553791225,67,37.72,-25.43,60.8,18.34
532,Belaya Gora,20,RU,1553791285,41,68.54,146.19,-13.49,4.38
533,Itupiranga,40,BR,1553788800,70,-5.13,-49.33,89.6,4.7
534,Oranjemund,56,ZA,1553791137,92,-28.55,16.43,60.76,19.82
535,Hendrina,0,ZA,1553790700,48,-26.16,29.72,77.0,5.39
536,Omagh,0,GB,1553790000,41,54.6,-7.3,60.8,16.11
537,Digby,0,CA,1553790696,52,44.62,-65.76,46.0,15.99
538,Saint-Michel-des-Saints,92,CA,1553790868,6,46.68,-73.92,37.99,5.99
539,Ouango,36,CD,1553791286,82,4.31,22.55,77.05,3.38
540,Namatanai,68,PG,1553791287,100,-3.66,152.44,80.65,9.08
541,Faya,20,SA,1553788800,68,18.39,42.45,66.2,14.99
542,Vila,0,IT,1553791283,33,45.18,8.4,60.01,6.93
543,Annau,90,TM,1553788800,93,37.89,58.52,53.6,9.17
544,Hanstholm,0,DK,1553791204,80,57.12,8.61,54.0,1.01
545,Imeni Poliny Osipenko,76,RU,1553791288,80,52.42,136.49,16.66,8.19
546,Gayeri,0,BF,1553791288,16,12.65,0.49,97.03,9.31
547,Miraflores,56,CO,1553791289,76,5.2,-73.14,64.09,1.92
548,Rodrigues Alves,90,BR,1553788800,83,-7.74,-72.65,82.4,6.93
549,Aykhal,0,RU,1553791289,60,65.95,111.51,9.01,4.05
550,Ikirun,12,NG,1553791290,73,7.92,4.67,79.21,2.71
551,Shubarshi,76,KZ,1553791290,95,48.59,57.19,37.45,7.85
552,San Andres,76,PH,1553791291,100,13.32,122.68,80.11,9.31
553,Leh,68,IN,1553791291,85,34.16,77.58,7.57,1.7
554,Kholm,36,RU,1553791291,72,57.15,31.18,36.64,7.52
555,Rabaul,64,PG,1553791291,100,-4.2,152.17,78.31,4.61
556,Qandala,0,SO,1553791292,95,11.47,49.87,70.39,2.37
557,Arys,90,KZ,1553788800,93,42.43,68.8,57.2,6.71
558,Varkaus,75,FI,1553791205,69,62.32,27.87,39.2,3.36
